"","date","hits","keyword","geo","time","gprop","category"
"903",2007-07-01,0,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"904",2007-08-01,42,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"905",2007-09-01,29,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"906",2007-10-01,25,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"907",2007-11-01,26,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"908",2007-12-01,18,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"909",2008-01-01,77,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"910",2008-02-01,36,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"911",2008-03-01,36,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"912",2008-04-01,35,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"913",2008-05-01,11,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"914",2008-06-01,12,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"915",2008-07-01,22,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"916",2008-08-01,32,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"917",2008-09-01,22,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"918",2008-10-01,29,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"919",2008-11-01,23,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"920",2008-12-01,14,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"921",2009-01-01,32,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"922",2009-02-01,10,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"923",2009-03-01,19,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"924",2009-04-01,33,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"925",2009-05-01,28,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"926",2009-06-01,0,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"927",2009-07-01,27,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"928",2009-08-01,27,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"929",2009-09-01,45,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"930",2009-10-01,17,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"931",2009-11-01,61,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"932",2009-12-01,12,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"933",2010-01-01,18,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"934",2010-02-01,9,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"935",2010-03-01,33,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"936",2010-04-01,0,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"937",2010-05-01,28,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"938",2010-06-01,31,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"939",2010-07-01,25,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"940",2010-08-01,32,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"941",2010-09-01,17,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"942",2010-10-01,34,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"943",2010-11-01,26,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"944",2010-12-01,12,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"945",2011-01-01,32,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"946",2011-02-01,23,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"947",2011-03-01,12,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"948",2011-04-01,24,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"949",2011-05-01,21,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"950",2011-06-01,17,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"951",2011-07-01,34,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"952",2011-08-01,48,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"953",2011-09-01,29,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"954",2011-10-01,18,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"955",2011-11-01,36,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"956",2011-12-01,37,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"957",2012-01-01,27,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"958",2012-02-01,29,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"959",2012-03-01,21,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"960",2012-04-01,30,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"961",2012-05-01,46,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"962",2012-06-01,28,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"963",2012-07-01,24,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"964",2012-08-01,25,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"965",2012-09-01,73,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"966",2012-10-01,23,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"967",2012-11-01,32,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"968",2012-12-01,34,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"969",2013-01-01,51,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"970",2013-02-01,23,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"971",2013-03-01,27,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"972",2013-04-01,51,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"973",2013-05-01,48,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"974",2013-06-01,37,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"975",2013-07-01,21,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"976",2013-08-01,29,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"977",2013-09-01,18,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"978",2013-10-01,45,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"979",2013-11-01,35,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"980",2013-12-01,26,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"981",2014-01-01,24,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"982",2014-02-01,30,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"983",2014-03-01,20,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"984",2014-04-01,28,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"985",2014-05-01,15,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"986",2014-06-01,20,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"987",2014-07-01,24,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"988",2014-08-01,21,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"989",2014-09-01,24,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"990",2014-10-01,24,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"991",2014-11-01,34,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"992",2014-12-01,22,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"993",2015-01-01,35,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"994",2015-02-01,14,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"995",2015-03-01,30,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"996",2015-04-01,25,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"997",2015-05-01,23,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"998",2015-06-01,29,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"999",2015-07-01,28,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1000",2015-08-01,21,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1001",2015-09-01,44,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1002",2015-10-01,28,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1003",2015-11-01,26,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1004",2015-12-01,12,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1005",2016-01-01,25,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1006",2016-02-01,33,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1007",2016-03-01,26,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1008",2016-04-01,34,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1009",2016-05-01,35,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1010",2016-06-01,20,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1011",2016-07-01,27,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1012",2016-08-01,27,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1013",2016-09-01,38,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1014",2016-10-01,27,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1015",2016-11-01,33,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1016",2016-12-01,24,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1017",2017-01-01,34,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1018",2017-02-01,38,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1019",2017-03-01,38,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1020",2017-04-01,32,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1021",2017-05-01,34,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1022",2017-06-01,30,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1023",2017-07-01,26,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1024",2017-08-01,30,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1025",2017-09-01,27,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1026",2017-10-01,55,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1027",2017-11-01,46,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1028",2017-12-01,31,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1029",2018-01-01,36,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1030",2018-02-01,28,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1031",2018-03-01,35,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1032",2018-04-01,38,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1033",2018-05-01,35,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1034",2018-06-01,42,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1035",2018-07-01,42,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1036",2018-08-01,29,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1037",2018-09-01,39,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1038",2018-10-01,33,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1039",2018-11-01,33,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1040",2018-12-01,37,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1041",2019-01-01,31,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1042",2019-02-01,43,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1043",2019-03-01,35,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1044",2019-04-01,45,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1045",2019-05-01,48,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1046",2019-06-01,40,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1047",2019-07-01,43,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1048",2019-08-01,46,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1049",2019-09-01,51,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1050",2019-10-01,37,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1051",2019-11-01,35,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1052",2019-12-01,32,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1053",2020-01-01,36,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1054",2020-02-01,59,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1055",2020-03-01,25,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1056",2020-04-01,25,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1057",2020-05-01,49,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1058",2020-06-01,40,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1059",2020-07-01,36,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1060",2020-08-01,21,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1061",2020-09-01,28,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1062",2020-10-01,44,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1063",2020-11-01,32,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1064",2020-12-01,36,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1065",2021-01-01,35,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1066",2021-02-01,41,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1067",2021-03-01,33,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1068",2021-04-01,21,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1069",2021-05-01,36,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1070",2021-06-01,39,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1071",2021-07-01,41,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1072",2021-08-01,30,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1073",2021-09-01,43,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1074",2021-10-01,37,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1075",2021-11-01,33,"car dealerships","ZA","2004-01-01 2021-11-07","web",0
"1076",2004-01-01,27,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1077",2004-02-01,24,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1078",2004-03-01,58,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1079",2004-04-01,0,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1080",2004-05-01,46,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1081",2004-06-01,30,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1082",2004-07-01,60,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1083",2004-08-01,17,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1084",2004-09-01,17,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1085",2004-10-01,9,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1086",2004-11-01,10,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1087",2004-12-01,23,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1088",2005-01-01,46,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1089",2005-02-01,28,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1090",2005-03-01,50,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1091",2005-04-01,13,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1092",2005-05-01,16,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1093",2005-06-01,53,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1094",2005-07-01,22,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1095",2005-08-01,47,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1096",2005-09-01,28,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1097",2005-10-01,47,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1098",2005-11-01,38,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1099",2005-12-01,65,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1100",2006-01-01,68,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1101",2006-02-01,48,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1102",2006-03-01,52,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1103",2006-04-01,35,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1104",2006-05-01,46,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1105",2006-06-01,52,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1106",2006-07-01,47,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1107",2006-08-01,27,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1108",2006-09-01,38,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1109",2006-10-01,76,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1110",2006-11-01,46,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1111",2006-12-01,18,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1112",2007-01-01,75,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1113",2007-02-01,58,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1114",2007-03-01,54,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1115",2007-04-01,40,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1116",2007-05-01,60,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1117",2007-06-01,59,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1118",2007-07-01,44,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1119",2007-08-01,40,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1120",2007-09-01,40,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1121",2007-10-01,62,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1122",2007-11-01,40,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1123",2007-12-01,60,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1124",2008-01-01,53,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1125",2008-02-01,48,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1126",2008-03-01,41,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1127",2008-04-01,46,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1128",2008-05-01,43,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1129",2008-06-01,41,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1130",2008-07-01,39,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1131",2008-08-01,36,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1132",2008-09-01,49,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1133",2008-10-01,30,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1134",2008-11-01,35,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1135",2008-12-01,25,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1136",2009-01-01,42,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1137",2009-02-01,45,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1138",2009-03-01,39,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1139",2009-04-01,60,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1140",2009-05-01,47,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1141",2009-06-01,52,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1142",2009-07-01,47,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1143",2009-08-01,47,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1144",2009-09-01,55,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1145",2009-10-01,66,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1146",2009-11-01,69,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1147",2009-12-01,73,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1148",2010-01-01,96,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1149",2010-02-01,69,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1150",2010-03-01,73,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1151",2010-04-01,71,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1152",2010-05-01,65,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1153",2010-06-01,67,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1154",2010-07-01,63,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1155",2010-08-01,63,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1156",2010-09-01,91,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1157",2010-10-01,65,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1158",2010-11-01,60,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1159",2010-12-01,71,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1160",2011-01-01,93,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1161",2011-02-01,70,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1162",2011-03-01,69,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1163",2011-04-01,71,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1164",2011-05-01,75,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1165",2011-06-01,75,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1166",2011-07-01,77,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1167",2011-08-01,74,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1168",2011-09-01,71,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1169",2011-10-01,69,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1170",2011-11-01,59,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1171",2011-12-01,54,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1172",2012-01-01,89,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1173",2012-02-01,66,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1174",2012-03-01,59,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1175",2012-04-01,66,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1176",2012-05-01,79,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1177",2012-06-01,69,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1178",2012-07-01,72,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1179",2012-08-01,72,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1180",2012-09-01,82,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1181",2012-10-01,77,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1182",2012-11-01,66,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1183",2012-12-01,63,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1184",2013-01-01,100,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1185",2013-02-01,88,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1186",2013-03-01,93,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1187",2013-04-01,95,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1188",2013-05-01,84,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1189",2013-06-01,88,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1190",2013-07-01,92,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1191",2013-08-01,88,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1192",2013-09-01,90,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1193",2013-10-01,77,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1194",2013-11-01,67,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1195",2013-12-01,49,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1196",2014-01-01,69,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1197",2014-02-01,62,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1198",2014-03-01,48,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1199",2014-04-01,62,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1200",2014-05-01,60,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1201",2014-06-01,59,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1202",2014-07-01,65,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1203",2014-08-01,62,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1204",2014-09-01,62,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1205",2014-10-01,66,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1206",2014-11-01,60,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1207",2014-12-01,54,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1208",2015-01-01,85,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1209",2015-02-01,69,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1210",2015-03-01,68,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1211",2015-04-01,69,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1212",2015-05-01,66,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1213",2015-06-01,68,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1214",2015-07-01,68,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1215",2015-08-01,63,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1216",2015-09-01,61,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1217",2015-10-01,66,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1218",2015-11-01,61,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1219",2015-12-01,60,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1220",2016-01-01,75,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1221",2016-02-01,71,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1222",2016-03-01,60,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1223",2016-04-01,64,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1224",2016-05-01,62,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1225",2016-06-01,69,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1226",2016-07-01,62,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1227",2016-08-01,69,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1228",2016-09-01,67,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1229",2016-10-01,66,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1230",2016-11-01,57,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1231",2016-12-01,61,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1232",2017-01-01,71,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1233",2017-02-01,62,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1234",2017-03-01,65,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1235",2017-04-01,62,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1236",2017-05-01,59,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1237",2017-06-01,64,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1238",2017-07-01,62,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1239",2017-08-01,59,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1240",2017-09-01,60,"property for sale","ZA","2004-01-01 2021-11-07","web",0
"1241",2017-10-01,63,"property for sale","ZA","2004-01-01 2021-11-07","web",0
